index,glir11,qo11,qt11,wc11,glir22,qo22,qt22,wc22
1140,542,137.91,183.01,3.987,200,3.91,3.91,2
1141,542,137.91,183.01,3.987,200,3.91,3.91,2
1142,542,137.91,183.01,3.987,200,3.91,3.91,2
1143,542,137.91,183.01,3.987,200,3.91,3.91,2
1144,542,137.91,183.01,3.987,200,3.91,3.91,2
1145,542,137.91,183.01,3.987,200,3.91,3.91,2
1146,542,137.91,183.01,3.987,200,3.91,3.91,2
1147,542,137.91,183.01,3.987,200,3.91,3.91,2
1148,542,137.91,183.01,3.987,200,3.91,3.91,2
1149,542,137.91,183.01,3.987,200,3.91,3.91,2
1150,542,137.91,183.01,3.987,200,3.91,3.91,2
1151,542,137.91,183.01,3.987,200,3.91,3.91,2
1152,542,137.91,183.01,3.987,200,3.91,3.91,2
1153,542,137.91,183.01,3.987,200,3.91,3.91,2
1154,542,137.91,183.01,3.987,200,3.91,3.91,2
1155,542,137.91,183.01,3.987,200,3.91,3.91,2
1156,542,137.91,183.01,3.987,200,3.91,3.91,2
1157,542,137.91,183.01,3.987,200,3.91,3.91,2
1158,542,137.91,183.01,3.987,200,3.91,3.91,2
1159,542,137.91,183.01,3.987,200,3.91,3.91,2
1160,542,137.91,183.01,3.987,200,3.91,3.91,2
1161,542,137.91,183.01,3.987,200,3.91,3.91,2
1162,542,137.91,183.01,3.987,200,3.91,3.91,2
1163,542,137.91,183.01,3.987,200,3.91,3.91,2
1164,542,137.91,183.01,3.987,200,3.91,3.91,2
1165,542,137.91,183.01,3.987,200,3.91,3.91,2
1166,542,137.91,183.01,3.987,200,3.91,3.91,2
1167,542,137.91,183.01,3.987,200,3.91,3.91,2
1168,542,137.91,183.01,3.987,200,3.91,3.91,2
1169,542,137.91,183.01,3.987,200,3.91,3.91,2
1170,542,137.91,183.01,3.987,200,3.91,3.91,2
1171,542,137.91,183.01,3.987,200,3.91,3.91,2
1172,542,137.91,183.01,3.987,200,3.91,3.91,2
1173,542,137.91,183.01,3.987,200,3.91,3.91,2
1174,542,137.91,183.01,3.987,200,3.91,3.91,2
1175,542,137.91,183.01,3.987,200,3.91,3.91,2
1176,542,137.91,183.01,3.987,200,3.91,3.91,2
1177,542,137.91,183.01,3.987,200,3.91,3.91,2
1178,542,137.91,183.01,3.987,200,3.91,3.91,2
1179,542,137.91,183.01,3.987,200,3.91,3.91,2
1180,542,137.91,183.01,3.987,200,3.91,3.91,2
1181,542,137.91,183.01,3.987,200,3.91,3.91,2
1182,542,137.91,183.01,3.987,200,3.91,3.91,2
1183,542,137.91,183.01,3.987,200,3.91,3.91,2
1184,542,137.91,183.01,3.987,200,3.91,3.91,2
1185,542,137.91,183.01,3.987,200,3.91,3.91,2
1186,542,137.91,183.01,3.987,200,3.91,3.91,2
1187,542,137.91,183.01,3.987,200,3.91,3.91,2
1188,542,137.91,183.01,3.987,200,3.91,3.91,2
1189,542,137.91,183.01,3.987,200,3.91,3.91,2
1190,542,137.91,183.01,3.987,200,3.91,3.91,2
1191,542,137.91,183.01,3.987,200,3.91,3.91,2
1192,542,137.91,183.01,3.987,200,3.91,3.91,2
1193,542,137.91,183.01,3.987,200,3.91,3.91,2
1194,542,137.91,183.01,3.987,200,3.91,3.91,2
1195,542,137.91,183.01,3.987,200,3.91,3.91,2
1196,542,137.91,183.01,3.987,200,3.91,3.91,2
1197,542,137.91,183.01,3.987,200,3.91,3.91,2
1198,542,137.91,183.01,3.987,200,3.91,3.91,2
1199,542,137.91,183.01,3.987,200,3.91,3.91,2
1200,542,137.91,183.01,3.987,200,3.91,3.91,2
1201,542,138.84,183.94,3.987,200,4.84,4.84,2
1202,542,138.84,183.94,3.987,200,4.84,4.84,2
1203,542,138.84,183.94,3.987,200,4.84,4.84,2
1204,542,138.84,183.94,3.987,200,4.84,4.84,2
1205,542,138.84,183.94,3.987,200,4.84,4.84,2
1206,542,138.84,183.94,3.987,200,4.84,4.84,2
1207,542,138.84,183.94,3.987,200,4.84,4.84,2
1208,542,138.84,183.94,3.987,200,4.84,4.84,2
1209,542,138.84,183.94,3.987,200,4.84,4.84,2
1210,542,138.84,183.94,3.987,200,4.84,4.84,2
1211,542,138.84,183.94,3.987,200,4.84,4.84,2
1212,542,138.84,183.94,3.987,200,4.84,4.84,2
1213,542,138.84,183.94,3.987,200,4.84,4.84,2
1214,542,138.84,183.94,3.987,200,4.84,4.84,2
1215,542,138.84,183.94,3.987,200,4.84,4.84,2
1216,542,138.84,183.94,3.987,200,4.84,4.84,2
1217,542,138.84,183.94,3.987,200,4.84,4.84,2
1218,542,138.84,183.94,3.987,200,4.84,4.84,2
1219,542,138.84,183.94,3.987,200,4.84,4.84,2
1220,542,138.84,183.94,3.987,200,4.84,4.84,2
1221,542,138.84,183.94,3.987,200,4.84,4.84,2
1222,542,138.84,183.94,3.987,200,4.84,4.84,2
1223,542,138.84,183.94,3.987,200,4.84,4.84,2
1224,542,138.84,183.94,3.987,200,4.84,4.84,2
1225,542,138.84,183.94,3.987,200,4.84,4.84,2
1226,542,138.84,183.94,3.987,200,4.84,4.84,2
1227,542,138.84,183.94,3.987,200,4.84,4.84,2
1228,542,138.84,183.94,3.987,200,4.84,4.84,2
1229,542,138.84,183.94,3.987,200,4.84,4.84,2
1230,542,138.84,183.94,3.987,200,4.84,4.84,2
1231,542,138.84,183.94,3.987,200,4.84,4.84,2
1232,542,138.84,183.94,3.987,200,4.84,4.84,2
1233,542,138.84,183.94,3.987,200,4.84,4.84,2
1234,542,138.84,183.94,3.987,200,4.84,4.84,2
1235,542,138.84,183.94,3.987,200,4.84,4.84,2
1236,542,138.84,183.94,3.987,200,4.84,4.84,2
1237,542,138.84,183.94,3.987,200,4.84,4.84,2
1238,542,138.84,183.94,3.987,200,4.84,4.84,2
1239,542,138.84,183.94,3.987,200,4.84,4.84,2
1240,542,138.84,183.94,3.987,200,4.84,4.84,2
1241,542,138.84,183.94,3.987,200,4.84,4.84,2
1242,542,138.84,183.94,3.987,200,4.84,4.84,2
1243,542,138.84,183.94,3.987,200,4.84,4.84,2
1244,542,138.84,183.94,3.987,200,4.84,4.84,2
1245,542,138.84,183.94,3.987,200,4.84,4.84,2
1246,542,138.84,183.94,3.987,200,4.84,4.84,2
1247,542,138.84,183.94,3.987,200,4.84,4.84,2
1248,542,138.84,183.94,3.987,200,4.84,4.84,2
1249,542,138.84,183.94,3.987,200,4.84,4.84,2
1250,542,138.84,183.94,3.987,200,4.84,4.84,2
1251,542,138.84,183.94,3.987,200,4.84,4.84,2
1252,542,138.84,183.94,3.987,200,4.84,4.84,2
1253,542,138.84,183.94,3.987,200,4.84,4.84,2
1254,542,138.84,183.94,3.987,200,4.84,4.84,2
1255,542,138.84,183.94,3.987,200,4.84,4.84,2
1256,542,138.84,183.94,3.987,200,4.84,4.84,2
1257,542,138.84,183.94,3.987,200,4.84,4.84,2
1258,542,138.84,183.94,3.987,200,4.84,4.84,2
1259,542,138.84,183.94,3.987,200,4.84,4.84,2
1260,542,138.84,183.94,3.987,200,4.84,4.84,2
1261,542,138.84,183.94,3.987,200,4.84,4.84,2
1262,542,138.84,183.94,3.987,200,4.84,4.84,2
1263,542,138.84,183.94,3.987,200,4.84,4.84,2
1264,542,138.84,183.94,3.987,200,4.84,4.84,2
1265,542,138.84,183.94,3.987,200,4.84,4.84,2
1266,542,138.84,183.94,3.987,200,4.84,4.84,2
1267,542,138.84,183.94,3.987,200,4.84,4.84,2
1268,542,138.84,183.94,3.987,200,4.84,4.84,2
1269,542,138.84,183.94,3.987,200,4.84,4.84,2
1270,542,138.84,183.94,3.987,200,4.84,4.84,2
1271,542,138.84,183.94,3.987,200,4.84,4.84,2
1272,542,138.84,183.94,3.987,200,4.84,4.84,2
1273,542,138.84,183.94,3.987,200,4.84,4.84,2
1274,542,138.84,183.94,3.987,200,4.84,4.84,2
1275,542,138.84,183.94,3.987,200,4.84,4.84,2
1276,542,138.84,183.94,3.987,200,4.84,4.84,2
1277,542,138.84,183.94,3.987,200,4.84,4.84,2
1278,542,138.84,183.94,3.987,200,4.84,4.84,2
1279,542,138.84,183.94,3.987,200,4.84,4.84,2
1280,542,138.84,183.94,3.987,200,4.84,4.84,2
1281,542,138.84,183.94,3.987,200,4.84,4.84,2
1282,542,138.84,183.94,3.987,200,4.84,4.84,2
1283,542,138.84,183.94,3.987,200,4.84,4.84,2
1284,542,138.84,183.94,3.987,200,4.84,4.84,2
1285,542,138.84,183.94,3.987,200,4.84,4.84,2
1286,542,138.84,183.94,3.987,200,4.84,4.84,2
1287,542,138.84,183.94,3.987,200,4.84,4.84,2
1288,542,138.84,183.94,3.987,200,4.84,4.84,2
1289,542,138.84,183.94,3.987,200,4.84,4.84,2
1290,542,138.84,183.94,3.987,200,4.84,4.84,2
1291,542,138.84,183.94,3.987,200,4.84,4.84,2
1292,542,138.84,183.94,3.987,200,4.84,4.84,2
1293,542,138.84,183.94,3.987,200,4.84,4.84,2
1294,542,138.84,183.94,3.987,200,4.84,4.84,2
1295,542,138.84,183.94,3.987,200,4.84,4.84,2
1296,542,138.84,183.94,3.987,200,4.84,4.84,2
1297,542,138.84,183.94,3.987,200,4.84,4.84,2
1298,542,138.84,183.94,3.987,200,4.84,4.84,2
1299,542,138.84,183.94,3.987,200,4.84,4.84,2
1300,542,138.84,183.94,3.987,200,4.84,4.84,2
1301,542,136.84,181.94,3.987,200,2.84,2.84,2
1302,542,136.84,181.94,3.987,200,2.84,2.84,2
1303,542,136.84,181.94,3.987,200,2.84,2.84,2
1304,542,136.84,181.94,3.987,200,2.84,2.84,2
1305,542,136.84,181.94,3.987,200,2.84,2.84,2
1306,542,136.84,181.94,3.987,200,2.84,2.84,2
1307,542,136.84,181.94,3.987,200,2.84,2.84,2
1308,542,136.84,181.94,3.987,200,2.84,2.84,2
1309,542,136.84,181.94,3.987,200,2.84,2.84,2
1310,542,136.84,181.94,3.987,200,2.84,2.84,2
1311,542,136.84,181.94,3.987,200,2.84,2.84,2
1312,542,136.84,181.94,3.987,200,2.84,2.84,2
1313,542,136.84,181.94,3.987,200,2.84,2.84,2
1314,542,136.84,181.94,3.987,200,2.84,2.84,2
1315,542,136.84,181.94,3.987,200,2.84,2.84,2
1316,542,136.84,181.94,3.987,200,2.84,2.84,2
1317,542,136.84,181.94,3.987,200,2.84,2.84,2
1318,542,136.84,181.94,3.987,200,2.84,2.84,2
1319,542,136.84,181.94,3.987,200,2.84,2.84,2
1320,542,136.84,181.94,3.987,200,2.84,2.84,2
1321,542,136.84,181.94,3.987,200,2.84,2.84,2
1322,542,136.84,181.94,3.987,200,2.84,2.84,2
1323,542,136.84,181.94,3.987,200,2.84,2.84,2
1324,542,136.84,181.94,3.987,200,2.84,2.84,2
1325,542,136.84,181.94,3.987,200,2.84,2.84,2
1326,542,136.84,181.94,3.987,200,2.84,2.84,2
1327,542,136.84,181.94,3.987,200,2.84,2.84,2
1328,542,136.84,181.94,3.987,200,2.84,2.84,2
1329,542,136.84,181.94,3.987,200,2.84,2.84,2
1330,542,136.84,181.94,3.987,200,2.84,2.84,2
1331,542,136.84,181.94,3.987,200,2.84,2.84,2
1332,542,136.84,181.94,3.987,200,2.84,2.84,2
1333,542,136.84,181.94,3.987,200,2.84,2.84,2
1334,542,136.84,181.94,3.987,200,2.84,2.84,2
1335,542,136.84,181.94,3.987,200,2.84,2.84,2
1336,542,136.84,181.94,3.987,200,2.84,2.84,2
1337,542,136.84,181.94,3.987,200,2.84,2.84,2
1338,542,136.84,181.94,3.987,200,2.84,2.84,2
1339,542,136.84,181.94,3.987,200,2.84,2.84,2
1340,542,136.84,181.94,3.987,200,2.84,2.84,2
1341,542,136.84,181.94,3.987,200,2.84,2.84,2
1342,542,136.84,181.94,3.987,200,2.84,2.84,2
1343,542,136.84,181.94,3.987,200,2.84,2.84,2
1344,542,136.84,181.94,3.987,200,2.84,2.84,2
1345,542,136.84,181.94,3.987,200,2.84,2.84,2
1346,542,136.84,181.94,3.987,200,2.84,2.84,2
1347,542,136.84,181.94,3.987,200,2.84,2.84,2
1348,542,136.84,181.94,3.987,200,2.84,2.84,2
1349,542,136.84,181.94,3.987,200,2.84,2.84,2
1350,542,136.84,181.94,3.987,200,2.84,2.84,2
1351,542,136.84,181.94,3.987,200,2.84,2.84,2
1352,542,136.84,181.94,3.987,200,2.84,2.84,2
1353,542,136.84,181.94,3.987,200,2.84,2.84,2
1354,542,136.84,181.94,3.987,200,2.84,2.84,2
1355,542,136.84,181.94,3.987,200,2.84,2.84,2
1356,542,136.84,181.94,3.987,200,2.84,2.84,2
1357,542,136.84,181.94,3.987,200,2.84,2.84,2
1358,542,136.84,181.94,3.987,200,2.84,2.84,2
1359,542,136.84,181.94,3.987,200,2.84,2.84,2
1360,542,136.84,181.94,3.987,200,2.84,2.84,2
1361,542,136.84,181.94,3.987,200,2.84,2.84,2
1362,542,136.84,181.94,3.987,200,2.84,2.84,2
1363,542,136.84,181.94,3.987,200,2.84,2.84,2
1364,542,136.84,181.94,3.987,200,2.84,2.84,2
1365,542,136.84,181.94,3.987,200,2.84,2.84,2
1366,542,136.84,181.94,3.987,200,2.84,2.84,2
1367,542,136.84,181.94,3.987,200,2.84,2.84,2
1368,542,136.84,181.94,3.987,200,2.84,2.84,2
1369,542,136.84,181.94,3.987,200,2.84,2.84,2
1370,542,136.84,181.94,3.987,200,2.84,2.84,2
1371,542,136.84,181.94,3.987,200,2.84,2.84,2
1372,542,136.84,181.94,3.987,200,2.84,2.84,2
1373,542,136.84,181.94,3.987,200,2.84,2.84,2
1374,542,136.84,181.94,3.987,200,2.84,2.84,2
1375,542,136.84,181.94,3.987,200,2.84,2.84,2
1376,542,136.84,181.94,3.987,200,2.84,2.84,2
1377,542,136.84,181.94,3.987,200,2.84,2.84,2
1378,542,136.84,181.94,3.987,200,2.84,2.84,2
1379,542,136.84,181.94,3.987,200,2.84,2.84,2
1380,542,136.84,181.94,3.987,200,2.84,2.84,2
1381,542,136.84,181.94,3.987,200,2.84,2.84,2
1382,542,136.84,181.94,3.987,200,2.84,2.84,2
1383,542,136.84,181.94,3.987,200,2.84,2.84,2
1384,542,136.84,181.94,3.987,200,2.84,2.84,2
1385,542,136.84,181.94,3.987,200,2.84,2.84,2
1386,542,136.84,181.94,3.987,200,2.84,2.84,2
1387,542,136.84,181.94,3.987,200,2.84,2.84,2
1388,542,136.84,181.94,3.987,200,2.84,2.84,2
1389,542,136.84,181.94,3.987,200,2.84,2.84,2
1390,542,136.84,181.94,3.987,200,2.84,2.84,2
1391,542,136.84,181.94,3.987,200,2.84,2.84,2
1392,542,136.84,181.94,3.987,200,2.84,2.84,2
1393,542,136.84,181.94,3.987,200,2.84,2.84,2
1394,542,136.84,181.94,3.987,200,2.84,2.84,2
1395,542,136.84,181.94,3.987,200,2.84,2.84,2
1396,542,136.84,181.94,3.987,200,2.84,2.84,2
1397,542,136.84,181.94,3.987,200,2.84,2.84,2
1398,542,136.84,181.94,3.987,200,2.84,2.84,2
1399,542,136.84,181.94,3.987,200,2.84,2.84,2
1400,542,136.84,181.94,3.987,200,2.84,2.84,2
1401,542,142.91,188.01,3.987,200,8.91,8.91,2
1402,542,142.91,188.01,3.987,200,8.91,8.91,2
1403,542,142.91,188.01,3.987,200,8.91,8.91,2
1404,542,142.91,188.01,3.987,200,8.91,8.91,2
1405,542,142.91,188.01,3.987,200,8.91,8.91,2
1406,542,142.91,188.01,3.987,200,8.91,8.91,2
1407,542,142.91,188.01,3.987,200,8.91,8.91,2
1408,542,142.91,188.01,3.987,200,8.91,8.91,2
1409,542,142.91,188.01,3.987,200,8.91,8.91,2
1410,542,142.91,188.01,3.987,200,8.91,8.91,2
1411,542,142.91,188.01,3.987,200,8.91,8.91,2
1412,542,142.91,188.01,3.987,200,8.91,8.91,2
1413,542,142.91,188.01,3.987,200,8.91,8.91,2
1414,542,142.91,188.01,3.987,200,8.91,8.91,2
1415,542,142.91,188.01,3.987,200,8.91,8.91,2
1416,542,142.91,188.01,3.987,200,8.91,8.91,2
1417,542,142.91,188.01,3.987,200,8.91,8.91,2
1418,542,142.91,188.01,3.987,200,8.91,8.91,2
1419,542,142.91,188.01,3.987,200,8.91,8.91,2
1420,542,142.91,188.01,3.987,200,8.91,8.91,2
1421,542,142.91,188.01,3.987,200,8.91,8.91,2
1422,542,142.91,188.01,3.987,200,8.91,8.91,2
1423,542,142.91,188.01,3.987,200,8.91,8.91,2
1424,542,142.91,188.01,3.987,200,8.91,8.91,2
1425,542,142.91,188.01,3.987,200,8.91,8.91,2
1426,542,142.91,188.01,3.987,200,8.91,8.91,2
1427,542,142.91,188.01,3.987,200,8.91,8.91,2
1428,542,142.91,188.01,3.987,200,8.91,8.91,2
1429,542,142.91,188.01,3.987,200,8.91,8.91,2
1430,542,142.91,188.01,3.987,200,8.91,8.91,2
1431,542,142.91,188.01,3.987,200,8.91,8.91,2
1432,542,142.91,188.01,3.987,200,8.91,8.91,2
1433,542,142.91,188.01,3.987,200,8.91,8.91,2
1434,542,142.91,188.01,3.987,200,8.91,8.91,2
1435,542,142.91,188.01,3.987,200,8.91,8.91,2
1436,542,142.91,188.01,3.987,200,8.91,8.91,2
1437,542,142.91,188.01,3.987,200,8.91,8.91,2
1438,542,142.91,188.01,3.987,200,8.91,8.91,2
1439,542,142.91,188.01,3.987,200,8.91,8.91,2
1440,542,142.91,188.01,3.987,200,8.91,8.91,2
1441,542,142.91,188.01,3.987,200,8.91,8.91,2
1442,542,142.91,188.01,3.987,200,8.91,8.91,2
1443,542,142.91,188.01,3.987,200,8.91,8.91,2
1444,542,142.91,188.01,3.987,200,8.91,8.91,2
1445,542,142.91,188.01,3.987,200,8.91,8.91,2
1446,542,142.91,188.01,3.987,200,8.91,8.91,2
1447,542,142.91,188.01,3.987,200,8.91,8.91,2
1448,542,142.91,188.01,3.987,200,8.91,8.91,2
1449,542,142.91,188.01,3.987,200,8.91,8.91,2
1450,542,142.91,188.01,3.987,200,8.91,8.91,2
1451,542,142.91,188.01,3.987,200,8.91,8.91,2
1452,542,142.91,188.01,3.987,200,8.91,8.91,2
1453,542,142.91,188.01,3.987,200,8.91,8.91,2
1454,542,142.91,188.01,3.987,200,8.91,8.91,2
1455,542,142.91,188.01,3.987,200,8.91,8.91,2
1456,542,142.91,188.01,3.987,200,8.91,8.91,2
1457,542,142.91,188.01,3.987,200,8.91,8.91,2
1458,542,142.91,188.01,3.987,200,8.91,8.91,2
1459,542,142.91,188.01,3.987,200,8.91,8.91,2
1460,542,142.91,188.01,3.987,200,8.91,8.91,2
1461,542,142.91,188.01,3.987,200,8.91,8.91,2
1462,542,142.91,188.01,3.987,200,8.91,8.91,2
1463,542,142.91,188.01,3.987,200,8.91,8.91,2
1464,542,142.91,188.01,3.987,200,8.91,8.91,2
1465,542,142.91,188.01,3.987,200,8.91,8.91,2
1466,542,142.91,188.01,3.987,200,8.91,8.91,2
1467,542,142.91,188.01,3.987,200,8.91,8.91,2
1468,542,142.91,188.01,3.987,200,8.91,8.91,2
1469,542,142.91,188.01,3.987,200,8.91,8.91,2
1470,542,142.91,188.01,3.987,200,8.91,8.91,2
1471,542,142.91,188.01,3.987,200,8.91,8.91,2
1472,542,142.91,188.01,3.987,200,8.91,8.91,2
1473,542,142.91,188.01,3.987,200,8.91,8.91,2
1474,542,142.91,188.01,3.987,200,8.91,8.91,2
1475,542,142.91,188.01,3.987,200,8.91,8.91,2
1476,542,142.91,188.01,3.987,200,8.91,8.91,2
1477,542,142.91,188.01,3.987,200,8.91,8.91,2
1478,542,142.91,188.01,3.987,200,8.91,8.91,2
1479,542,142.91,188.01,3.987,200,8.91,8.91,2
1480,542,142.91,188.01,3.987,200,8.91,8.91,2
1481,542,142.91,188.01,3.987,200,8.91,8.91,2
1482,542,142.91,188.01,3.987,200,8.91,8.91,2
1483,542,142.91,188.01,3.987,200,8.91,8.91,2
1484,542,142.91,188.01,3.987,200,8.91,8.91,2
1485,542,142.91,188.01,3.987,200,8.91,8.91,2
1486,542,142.91,188.01,3.987,200,8.91,8.91,2
1487,542,142.91,188.01,3.987,200,8.91,8.91,2
1488,542,142.91,188.01,3.987,200,8.91,8.91,2
1489,542,142.91,188.01,3.987,200,8.91,8.91,2
1490,542,142.91,188.01,3.987,200,8.91,8.91,2
1491,542,142.91,188.01,3.987,200,8.91,8.91,2
1492,542,142.91,188.01,3.987,200,8.91,8.91,2
1493,542,142.91,188.01,3.987,200,8.91,8.91,2
1494,542,142.91,188.01,3.987,200,8.91,8.91,2
1495,542,142.91,188.01,3.987,200,8.91,8.91,2
1496,542,142.91,188.01,3.987,200,8.91,8.91,2
1497,542,142.91,188.01,3.987,200,8.91,8.91,2
1498,542,142.91,188.01,3.987,200,8.91,8.91,2
1499,542,142.91,188.01,3.987,200,8.91,8.91,2
1500,542,142.91,188.01,3.987,200,8.91,8.91,2
1501,542,136.53,181.63,3.987,200,2.53,2.53,2
1502,542,136.53,181.63,3.987,200,2.53,2.53,2
1503,542,136.53,181.63,3.987,200,2.53,2.53,2
1504,542,136.53,181.63,3.987,200,2.53,2.53,2
1505,542,136.53,181.63,3.987,200,2.53,2.53,2
1506,542,136.53,181.63,3.987,200,2.53,2.53,2
1507,542,136.53,181.63,3.987,200,2.53,2.53,2
1508,542,136.53,181.63,3.987,200,2.53,2.53,2
1509,542,136.53,181.63,3.987,200,2.53,2.53,2
1510,542,136.53,181.63,3.987,200,2.53,2.53,2
1511,542,136.53,181.63,3.987,200,2.53,2.53,2
1512,542,136.53,181.63,3.987,200,2.53,2.53,2
1513,542,136.53,181.63,3.987,200,2.53,2.53,2
1514,542,136.53,181.63,3.987,200,2.53,2.53,2
1515,542,136.53,181.63,3.987,200,2.53,2.53,2
1516,542,136.53,181.63,3.987,200,2.53,2.53,2
1517,542,136.53,181.63,3.987,200,2.53,2.53,2
1518,542,136.53,181.63,3.987,200,2.53,2.53,2
1519,542,136.53,181.63,3.987,200,2.53,2.53,2
1520,542,136.53,181.63,3.987,200,2.53,2.53,2
1521,542,136.53,181.63,3.987,200,2.53,2.53,2
1522,542,136.53,181.63,3.987,200,2.53,2.53,2
1523,542,136.53,181.63,3.987,200,2.53,2.53,2
1524,542,136.53,181.63,3.987,200,2.53,2.53,2
1525,542,136.53,181.63,3.987,200,2.53,2.53,2
1526,542,136.53,181.63,3.987,200,2.53,2.53,2
1527,542,136.53,181.63,3.987,200,2.53,2.53,2
1528,542,136.53,181.63,3.987,200,2.53,2.53,2
1529,542,136.53,181.63,3.987,200,2.53,2.53,2
1530,542,136.53,181.63,3.987,200,2.53,2.53,2
1531,542,136.53,181.63,3.987,200,2.53,2.53,2
1532,542,136.53,181.63,3.987,200,2.53,2.53,2
1533,542,136.53,181.63,3.987,200,2.53,2.53,2
1534,542,136.53,181.63,3.987,200,2.53,2.53,2
1535,542,136.53,181.63,3.987,200,2.53,2.53,2
1536,542,136.53,181.63,3.987,200,2.53,2.53,2
1537,542,136.53,181.63,3.987,200,2.53,2.53,2
1538,542,136.53,181.63,3.987,200,2.53,2.53,2
1539,542,136.53,181.63,3.987,200,2.53,2.53,2
1540,542,136.53,181.63,3.987,200,2.53,2.53,2
1541,542,136.53,181.63,3.987,200,2.53,2.53,2
1542,542,136.53,181.63,3.987,200,2.53,2.53,2
1543,542,136.53,181.63,3.987,200,2.53,2.53,2
1544,542,136.53,181.63,3.987,200,2.53,2.53,2
1545,542,136.53,181.63,3.987,200,2.53,2.53,2
1546,542,136.53,181.63,3.987,200,2.53,2.53,2
1547,542,136.53,181.63,3.987,200,2.53,2.53,2
1548,542,136.53,181.63,3.987,200,2.53,2.53,2
1549,542,136.53,181.63,3.987,200,2.53,2.53,2
1550,542,136.53,181.63,3.987,200,2.53,2.53,2
1551,542,136.53,181.63,3.987,200,2.53,2.53,2
1552,542,136.53,181.63,3.987,200,2.53,2.53,2
1553,542,136.53,181.63,3.987,200,2.53,2.53,2
1554,542,136.53,181.63,3.987,200,2.53,2.53,2
1555,542,136.53,181.63,3.987,200,2.53,2.53,2
1556,542,136.53,181.63,3.987,200,2.53,2.53,2
1557,542,136.53,181.63,3.987,200,2.53,2.53,2
1558,542,136.53,181.63,3.987,200,2.53,2.53,2
1559,542,136.53,181.63,3.987,200,2.53,2.53,2
1560,542,136.53,181.63,3.987,200,2.53,2.53,2
1561,542,136.53,181.63,3.987,200,2.53,2.53,2
1562,542,136.53,181.63,3.987,200,2.53,2.53,2
1563,542,136.53,181.63,3.987,200,2.53,2.53,2
1564,542,136.53,181.63,3.987,200,2.53,2.53,2
1565,542,136.53,181.63,3.987,200,2.53,2.53,2
1566,542,136.53,181.63,3.987,200,2.53,2.53,2
1567,542,136.53,181.63,3.987,200,2.53,2.53,2
1568,542,136.53,181.63,3.987,200,2.53,2.53,2
1569,542,136.53,181.63,3.987,200,2.53,2.53,2
1570,542,136.53,181.63,3.987,200,2.53,2.53,2
1571,542,136.53,181.63,3.987,200,2.53,2.53,2
1572,542,136.53,181.63,3.987,200,2.53,2.53,2
1573,542,136.53,181.63,3.987,200,2.53,2.53,2
1574,542,136.53,181.63,3.987,200,2.53,2.53,2
1575,542,136.53,181.63,3.987,200,2.53,2.53,2
1576,542,136.53,181.63,3.987,200,2.53,2.53,2
1577,542,136.53,181.63,3.987,200,2.53,2.53,2
1578,542,136.53,181.63,3.987,200,2.53,2.53,2
1579,542,136.53,181.63,3.987,200,2.53,2.53,2
1580,542,136.53,181.63,3.987,200,2.53,2.53,2
1581,542,136.53,181.63,3.987,200,2.53,2.53,2
1582,542,136.53,181.63,3.987,200,2.53,2.53,2
1583,542,136.53,181.63,3.987,200,2.53,2.53,2
1584,542,136.53,181.63,3.987,200,2.53,2.53,2
1585,542,136.53,181.63,3.987,200,2.53,2.53,2
1586,542,136.53,181.63,3.987,200,2.53,2.53,2
1587,542,136.53,181.63,3.987,200,2.53,2.53,2
1588,542,136.53,181.63,3.987,200,2.53,2.53,2
1589,542,136.53,181.63,3.987,200,2.53,2.53,2
1590,542,136.53,181.63,3.987,200,2.53,2.53,2
1591,542,136.53,181.63,3.987,200,2.53,2.53,2
1592,542,136.53,181.63,3.987,200,2.53,2.53,2
1593,542,136.53,181.63,3.987,200,2.53,2.53,2
1594,542,136.53,181.63,3.987,200,2.53,2.53,2
1595,542,136.53,181.63,3.987,200,2.53,2.53,2
1596,542,136.53,181.63,3.987,200,2.53,2.53,2
1597,542,136.53,181.63,3.987,200,2.53,2.53,2
1598,542,136.53,181.63,3.987,200,2.53,2.53,2
1599,542,136.53,181.63,3.987,200,2.53,2.53,2
1600,542,136.53,181.63,3.987,200,2.53,2.53,2
1601,542,137.2,182.3,3.987,200,3.2,3.2,2
1602,542,137.2,182.3,3.987,200,3.2,3.2,2
1603,542,137.2,182.3,3.987,200,3.2,3.2,2
1604,542,137.2,182.3,3.987,200,3.2,3.2,2
1605,542,137.2,182.3,3.987,200,3.2,3.2,2
1606,542,137.2,182.3,3.987,200,3.2,3.2,2
1607,542,137.2,182.3,3.987,200,3.2,3.2,2
1608,542,137.2,182.3,3.987,200,3.2,3.2,2
1609,542,137.2,182.3,3.987,200,3.2,3.2,2
1610,542,137.2,182.3,3.987,200,3.2,3.2,2
1611,542,137.2,182.3,3.987,200,3.2,3.2,2
1612,542,137.2,182.3,3.987,200,3.2,3.2,2
1613,542,137.2,182.3,3.987,200,3.2,3.2,2
1614,542,137.2,182.3,3.987,200,3.2,3.2,2
1615,542,137.2,182.3,3.987,200,3.2,3.2,2
1616,542,137.2,182.3,3.987,200,3.2,3.2,2
1617,542,137.2,182.3,3.987,200,3.2,3.2,2
1618,542,137.2,182.3,3.987,200,3.2,3.2,2
1619,542,137.2,182.3,3.987,200,3.2,3.2,2
1620,542,137.2,182.3,3.987,200,3.2,3.2,2
