index,glir11,qo11,qt11,wc11,glir22,qo22,qt22,wc22
197,542,139.73,184.83,3.987,200,5.73,5.73,2
198,542,139.73,184.83,3.987,200,5.73,5.73,2
199,542,139.73,184.83,3.987,200,5.73,5.73,2
200,542,139.73,184.83,3.987,200,5.73,5.73,2
201,542,138.9,184,3.987,200,4.9,4.9,2
202,542,138.9,184,3.987,200,4.9,4.9,2
203,542,138.9,184,3.987,200,4.9,4.9,2
204,542,138.9,184,3.987,200,4.9,4.9,2
205,542,138.9,184,3.987,200,4.9,4.9,2
206,542,138.9,184,3.987,200,4.9,4.9,2
207,542,138.9,184,3.987,200,4.9,4.9,2
208,542,138.9,184,3.987,200,4.9,4.9,2
209,542,138.9,184,3.987,200,4.9,4.9,2
210,542,138.9,184,3.987,200,4.9,4.9,2
211,542,138.9,184,3.987,200,4.9,4.9,2
212,542,138.9,184,3.987,200,4.9,4.9,2
213,542,138.9,184,3.987,200,4.9,4.9,2
214,542,138.9,184,3.987,200,4.9,4.9,2
215,542,138.9,184,3.987,200,4.9,4.9,2
216,542,138.9,184,3.987,200,4.9,4.9,2
217,542,138.9,184,3.987,200,4.9,4.9,2
218,542,138.9,184,3.987,200,4.9,4.9,2
219,542,138.9,184,3.987,200,4.9,4.9,2
220,542,138.9,184,3.987,200,4.9,4.9,2
221,542,138.9,184,3.987,200,4.9,4.9,2
222,542,138.9,184,3.987,200,4.9,4.9,2
223,542,138.9,184,3.987,200,4.9,4.9,2
224,542,138.9,184,3.987,200,4.9,4.9,2
225,542,138.9,184,3.987,200,4.9,4.9,2
226,542,138.9,184,3.987,200,4.9,4.9,2
227,542,138.9,184,3.987,200,4.9,4.9,2
228,542,138.9,184,3.987,200,4.9,4.9,2
229,542,138.9,184,3.987,200,4.9,4.9,2
230,542,138.9,184,3.987,200,4.9,4.9,2
231,542,138.9,184,3.987,200,4.9,4.9,2
232,542,138.9,184,3.987,200,4.9,4.9,2
233,542,138.9,184,3.987,200,4.9,4.9,2
234,542,138.9,184,3.987,200,4.9,4.9,2
235,542,138.9,184,3.987,200,4.9,4.9,2
236,542,138.9,184,3.987,200,4.9,4.9,2
237,542,138.9,184,3.987,200,4.9,4.9,2
238,542,138.9,184,3.987,200,4.9,4.9,2
239,542,138.9,184,3.987,200,4.9,4.9,2
240,542,138.9,184,3.987,200,4.9,4.9,2
241,542,138.9,184,3.987,200,4.9,4.9,2
242,542,138.9,184,3.987,200,4.9,4.9,2
243,542,138.9,184,3.987,200,4.9,4.9,2
244,542,138.9,184,3.987,200,4.9,4.9,2
245,542,138.9,184,3.987,200,4.9,4.9,2
246,542,138.9,184,3.987,200,4.9,4.9,2
247,542,138.9,184,3.987,200,4.9,4.9,2
248,542,138.9,184,3.987,200,4.9,4.9,2
249,542,138.9,184,3.987,200,4.9,4.9,2
250,542,138.9,184,3.987,200,4.9,4.9,2
251,542,138.9,184,3.987,200,4.9,4.9,2
252,542,138.9,184,3.987,200,4.9,4.9,2
253,542,138.9,184,3.987,200,4.9,4.9,2
254,542,138.9,184,3.987,200,4.9,4.9,2
255,542,138.9,184,3.987,200,4.9,4.9,2
256,542,138.9,184,3.987,200,4.9,4.9,2
257,542,138.9,184,3.987,200,4.9,4.9,2
258,542,138.9,184,3.987,200,4.9,4.9,2
259,542,138.9,184,3.987,200,4.9,4.9,2
260,542,138.9,184,3.987,200,4.9,4.9,2
261,542,138.9,184,3.987,200,4.9,4.9,2
262,542,138.9,184,3.987,200,4.9,4.9,2
263,542,138.9,184,3.987,200,4.9,4.9,2
264,542,138.9,184,3.987,200,4.9,4.9,2
265,542,138.9,184,3.987,200,4.9,4.9,2
266,542,138.9,184,3.987,200,4.9,4.9,2
267,542,138.9,184,3.987,200,4.9,4.9,2
268,542,138.9,184,3.987,200,4.9,4.9,2
269,542,138.9,184,3.987,200,4.9,4.9,2
270,542,138.9,184,3.987,200,4.9,4.9,2
271,542,138.9,184,3.987,200,4.9,4.9,2
272,542,138.9,184,3.987,200,4.9,4.9,2
273,542,138.9,184,3.987,200,4.9,4.9,2
274,542,138.9,184,3.987,200,4.9,4.9,2
275,542,138.9,184,3.987,200,4.9,4.9,2
276,542,138.9,184,3.987,200,4.9,4.9,2
277,542,138.9,184,3.987,200,4.9,4.9,2
278,542,138.9,184,3.987,200,4.9,4.9,2
279,542,138.9,184,3.987,200,4.9,4.9,2
280,542,138.9,184,3.987,200,4.9,4.9,2
281,542,138.9,184,3.987,200,4.9,4.9,2
282,542,138.9,184,3.987,200,4.9,4.9,2
283,542,138.9,184,3.987,200,4.9,4.9,2
284,542,138.9,184,3.987,200,4.9,4.9,2
285,542,138.9,184,3.987,200,4.9,4.9,2
286,542,138.9,184,3.987,200,4.9,4.9,2
287,542,138.9,184,3.987,200,4.9,4.9,2
288,542,138.9,184,3.987,200,4.9,4.9,2
289,542,138.9,184,3.987,200,4.9,4.9,2
290,542,138.9,184,3.987,200,4.9,4.9,2
291,542,138.9,184,3.987,200,4.9,4.9,2
292,542,138.9,184,3.987,200,4.9,4.9,2
293,542,138.9,184,3.987,200,4.9,4.9,2
294,542,138.9,184,3.987,200,4.9,4.9,2
295,542,138.9,184,3.987,200,4.9,4.9,2
296,542,138.9,184,3.987,200,4.9,4.9,2
297,542,138.9,184,3.987,200,4.9,4.9,2
298,542,138.9,184,3.987,200,4.9,4.9,2
299,542,138.9,184,3.987,200,4.9,4.9,2
300,542,138.9,184,3.987,200,4.9,4.9,2
301,542,141,186.1,3.987,200,7,7,2
302,542,141,186.1,3.987,200,7,7,2
303,542,141,186.1,3.987,200,7,7,2
304,542,141,186.1,3.987,200,7,7,2
305,542,141,186.1,3.987,200,7,7,2
306,542,141,186.1,3.987,200,7,7,2
307,542,141,186.1,3.987,200,7,7,2
308,542,141,186.1,3.987,200,7,7,2
309,542,141,186.1,3.987,200,7,7,2
310,542,141,186.1,3.987,200,7,7,2
311,542,141,186.1,3.987,200,7,7,2
312,542,141,186.1,3.987,200,7,7,2
313,542,141,186.1,3.987,200,7,7,2
314,542,141,186.1,3.987,200,7,7,2
315,542,141,186.1,3.987,200,7,7,2
316,542,141,186.1,3.987,200,7,7,2
317,542,141,186.1,3.987,200,7,7,2
318,542,141,186.1,3.987,200,7,7,2
319,542,141,186.1,3.987,200,7,7,2
320,542,141,186.1,3.987,200,7,7,2
321,542,141,186.1,3.987,200,7,7,2
322,542,141,186.1,3.987,200,7,7,2
323,542,141,186.1,3.987,200,7,7,2
324,542,141,186.1,3.987,200,7,7,2
325,542,141,186.1,3.987,200,7,7,2
326,542,141,186.1,3.987,200,7,7,2
327,542,141,186.1,3.987,200,7,7,2
328,542,141,186.1,3.987,200,7,7,2
329,542,141,186.1,3.987,200,7,7,2
330,542,141,186.1,3.987,200,7,7,2
331,542,141,186.1,3.987,200,7,7,2
332,542,141,186.1,3.987,200,7,7,2
333,542,141,186.1,3.987,200,7,7,2
334,542,141,186.1,3.987,200,7,7,2
335,542,141,186.1,3.987,200,7,7,2
336,542,141,186.1,3.987,200,7,7,2
337,542,141,186.1,3.987,200,7,7,2
338,542,141,186.1,3.987,200,7,7,2
339,542,141,186.1,3.987,200,7,7,2
340,542,141,186.1,3.987,200,7,7,2
341,542,141,186.1,3.987,200,7,7,2
342,542,141,186.1,3.987,200,7,7,2
343,542,141,186.1,3.987,200,7,7,2
344,542,141,186.1,3.987,200,7,7,2
345,542,141,186.1,3.987,200,7,7,2
346,542,141,186.1,3.987,200,7,7,2
347,542,141,186.1,3.987,200,7,7,2
348,542,141,186.1,3.987,200,7,7,2
349,542,141,186.1,3.987,200,7,7,2
350,542,141,186.1,3.987,200,7,7,2
351,542,141,186.1,3.987,200,7,7,2
352,542,141,186.1,3.987,200,7,7,2
353,542,141,186.1,3.987,200,7,7,2
354,542,141,186.1,3.987,200,7,7,2
355,542,141,186.1,3.987,200,7,7,2
356,542,141,186.1,3.987,200,7,7,2
357,542,141,186.1,3.987,200,7,7,2
358,542,141,186.1,3.987,200,7,7,2
359,542,141,186.1,3.987,200,7,7,2
360,542,141,186.1,3.987,200,7,7,2
361,542,141,186.1,3.987,200,7,7,2
362,542,141,186.1,3.987,200,7,7,2
363,542,141,186.1,3.987,200,7,7,2
364,542,141,186.1,3.987,200,7,7,2
365,542,141,186.1,3.987,200,7,7,2
366,542,141,186.1,3.987,200,7,7,2
367,542,141,186.1,3.987,200,7,7,2
368,542,141,186.1,3.987,200,7,7,2
369,542,141,186.1,3.987,200,7,7,2
370,542,141,186.1,3.987,200,7,7,2
371,542,141,186.1,3.987,200,7,7,2
372,542,141,186.1,3.987,200,7,7,2
373,542,141,186.1,3.987,200,7,7,2
374,542,141,186.1,3.987,200,7,7,2
375,542,141,186.1,3.987,200,7,7,2
376,542,141,186.1,3.987,200,7,7,2
377,542,141,186.1,3.987,200,7,7,2
378,542,141,186.1,3.987,200,7,7,2
379,542,141,186.1,3.987,200,7,7,2
380,542,141,186.1,3.987,200,7,7,2
381,542,141,186.1,3.987,200,7,7,2
382,542,141,186.1,3.987,200,7,7,2
383,542,141,186.1,3.987,200,7,7,2
384,542,141,186.1,3.987,200,7,7,2
385,542,141,186.1,3.987,200,7,7,2
386,542,141,186.1,3.987,200,7,7,2
387,542,141,186.1,3.987,200,7,7,2
388,542,141,186.1,3.987,200,7,7,2
389,542,141,186.1,3.987,200,7,7,2
390,542,141,186.1,3.987,200,7,7,2
391,542,141,186.1,3.987,200,7,7,2
392,542,141,186.1,3.987,200,7,7,2
393,542,141,186.1,3.987,200,7,7,2
394,542,141,186.1,3.987,200,7,7,2
395,542,141,186.1,3.987,200,7,7,2
396,542,141,186.1,3.987,200,7,7,2
397,542,141,186.1,3.987,200,7,7,2
398,542,141,186.1,3.987,200,7,7,2
399,542,141,186.1,3.987,200,7,7,2
400,542,141,186.1,3.987,200,7,7,2
401,542,139.79,184.89,3.987,200,5.79,5.79,2
402,542,139.79,184.89,3.987,200,5.79,5.79,2
403,542,139.79,184.89,3.987,200,5.79,5.79,2
404,542,139.79,184.89,3.987,200,5.79,5.79,2
405,542,139.79,184.89,3.987,200,5.79,5.79,2
406,542,139.79,184.89,3.987,200,5.79,5.79,2
407,542,139.79,184.89,3.987,200,5.79,5.79,2
408,542,139.79,184.89,3.987,200,5.79,5.79,2
409,542,139.79,184.89,3.987,200,5.79,5.79,2
410,542,139.79,184.89,3.987,200,5.79,5.79,2
411,542,139.79,184.89,3.987,200,5.79,5.79,2
412,542,139.79,184.89,3.987,200,5.79,5.79,2
413,542,139.79,184.89,3.987,200,5.79,5.79,2
414,542,139.79,184.89,3.987,200,5.79,5.79,2
415,542,139.79,184.89,3.987,200,5.79,5.79,2
416,542,139.79,184.89,3.987,200,5.79,5.79,2
417,542,139.79,184.89,3.987,200,5.79,5.79,2
418,542,139.79,184.89,3.987,200,5.79,5.79,2
419,542,139.79,184.89,3.987,200,5.79,5.79,2
420,542,139.79,184.89,3.987,200,5.79,5.79,2
421,542,139.79,184.89,3.987,200,5.79,5.79,2
422,542,139.79,184.89,3.987,200,5.79,5.79,2
423,542,139.79,184.89,3.987,200,5.79,5.79,2
424,542,139.79,184.89,3.987,200,5.79,5.79,2
425,542,139.79,184.89,3.987,200,5.79,5.79,2
426,542,139.79,184.89,3.987,200,5.79,5.79,2
427,542,139.79,184.89,3.987,200,5.79,5.79,2
428,542,139.79,184.89,3.987,200,5.79,5.79,2
429,542,139.79,184.89,3.987,200,5.79,5.79,2
430,542,139.79,184.89,3.987,200,5.79,5.79,2
431,542,139.79,184.89,3.987,200,5.79,5.79,2
432,542,139.79,184.89,3.987,200,5.79,5.79,2
433,542,139.79,184.89,3.987,200,5.79,5.79,2
434,542,139.79,184.89,3.987,200,5.79,5.79,2
435,542,139.79,184.89,3.987,200,5.79,5.79,2
436,542,139.79,184.89,3.987,200,5.79,5.79,2
437,542,139.79,184.89,3.987,200,5.79,5.79,2
438,542,139.79,184.89,3.987,200,5.79,5.79,2
439,542,139.79,184.89,3.987,200,5.79,5.79,2
440,542,139.79,184.89,3.987,200,5.79,5.79,2
441,542,139.79,184.89,3.987,200,5.79,5.79,2
442,542,139.79,184.89,3.987,200,5.79,5.79,2
443,542,139.79,184.89,3.987,200,5.79,5.79,2
444,542,139.79,184.89,3.987,200,5.79,5.79,2
445,542,139.79,184.89,3.987,200,5.79,5.79,2
446,542,139.79,184.89,3.987,200,5.79,5.79,2
447,542,139.79,184.89,3.987,200,5.79,5.79,2
448,542,139.79,184.89,3.987,200,5.79,5.79,2
449,542,139.79,184.89,3.987,200,5.79,5.79,2
450,542,139.79,184.89,3.987,200,5.79,5.79,2
451,542,139.79,184.89,3.987,200,5.79,5.79,2
452,542,139.79,184.89,3.987,200,5.79,5.79,2
453,542,139.79,184.89,3.987,200,5.79,5.79,2
454,542,139.79,184.89,3.987,200,5.79,5.79,2
455,542,139.79,184.89,3.987,200,5.79,5.79,2
456,542,139.79,184.89,3.987,200,5.79,5.79,2
457,542,139.79,184.89,3.987,200,5.79,5.79,2
458,542,139.79,184.89,3.987,200,5.79,5.79,2
459,542,139.79,184.89,3.987,200,5.79,5.79,2
460,542,139.79,184.89,3.987,200,5.79,5.79,2
461,542,139.79,184.89,3.987,200,5.79,5.79,2
462,542,139.79,184.89,3.987,200,5.79,5.79,2
463,542,139.79,184.89,3.987,200,5.79,5.79,2
464,542,139.79,184.89,3.987,200,5.79,5.79,2
465,542,139.79,184.89,3.987,200,5.79,5.79,2
466,542,139.79,184.89,3.987,200,5.79,5.79,2
467,542,139.79,184.89,3.987,200,5.79,5.79,2
468,542,139.79,184.89,3.987,200,5.79,5.79,2
469,542,139.79,184.89,3.987,200,5.79,5.79,2
470,542,139.79,184.89,3.987,200,5.79,5.79,2
471,542,139.79,184.89,3.987,200,5.79,5.79,2
472,542,139.79,184.89,3.987,200,5.79,5.79,2
473,542,139.79,184.89,3.987,200,5.79,5.79,2
474,542,139.79,184.89,3.987,200,5.79,5.79,2
475,542,139.79,184.89,3.987,200,5.79,5.79,2
476,542,139.79,184.89,3.987,200,5.79,5.79,2
477,542,139.79,184.89,3.987,200,5.79,5.79,2
478,542,139.79,184.89,3.987,200,5.79,5.79,2
479,542,139.79,184.89,3.987,200,5.79,5.79,2
480,542,139.79,184.89,3.987,200,5.79,5.79,2
481,542,139.79,184.89,3.987,200,5.79,5.79,2
482,542,139.79,184.89,3.987,200,5.79,5.79,2
483,542,139.79,184.89,3.987,200,5.79,5.79,2
484,542,139.79,184.89,3.987,200,5.79,5.79,2
485,542,139.79,184.89,3.987,200,5.79,5.79,2
486,542,139.79,184.89,3.987,200,5.79,5.79,2
487,542,139.79,184.89,3.987,200,5.79,5.79,2
488,542,139.79,184.89,3.987,200,5.79,5.79,2
489,542,139.79,184.89,3.987,200,5.79,5.79,2
490,542,139.79,184.89,3.987,200,5.79,5.79,2
491,542,139.79,184.89,3.987,200,5.79,5.79,2
492,542,139.79,184.89,3.987,200,5.79,5.79,2
493,542,139.79,184.89,3.987,200,5.79,5.79,2
494,542,139.79,184.89,3.987,200,5.79,5.79,2
495,542,139.79,184.89,3.987,200,5.79,5.79,2
496,542,139.79,184.89,3.987,200,5.79,5.79,2
497,542,139.79,184.89,3.987,200,5.79,5.79,2
498,542,139.79,184.89,3.987,200,5.79,5.79,2
499,542,139.79,184.89,3.987,200,5.79,5.79,2
500,542,139.79,184.89,3.987,200,5.79,5.79,2
501,542,137.52,182.62,3.987,200,3.52,3.52,2
502,542,137.52,182.62,3.987,200,3.52,3.52,2
503,542,137.52,182.62,3.987,200,3.52,3.52,2
504,542,137.52,182.62,3.987,200,3.52,3.52,2
505,542,137.52,182.62,3.987,200,3.52,3.52,2
506,542,137.52,182.62,3.987,200,3.52,3.52,2
507,542,137.52,182.62,3.987,200,3.52,3.52,2
508,542,137.52,182.62,3.987,200,3.52,3.52,2
509,542,137.52,182.62,3.987,200,3.52,3.52,2
510,542,137.52,182.62,3.987,200,3.52,3.52,2
511,542,137.52,182.62,3.987,200,3.52,3.52,2
512,542,137.52,182.62,3.987,200,3.52,3.52,2
513,542,137.52,182.62,3.987,200,3.52,3.52,2
514,542,137.52,182.62,3.987,200,3.52,3.52,2
515,542,137.52,182.62,3.987,200,3.52,3.52,2
516,542,137.52,182.62,3.987,200,3.52,3.52,2
517,542,137.52,182.62,3.987,200,3.52,3.52,2
518,542,137.52,182.62,3.987,200,3.52,3.52,2
519,542,137.52,182.62,3.987,200,3.52,3.52,2
520,542,137.52,182.62,3.987,200,3.52,3.52,2
521,542,137.52,182.62,3.987,200,3.52,3.52,2
522,542,137.52,182.62,3.987,200,3.52,3.52,2
523,542,137.52,182.62,3.987,200,3.52,3.52,2
524,542,137.52,182.62,3.987,200,3.52,3.52,2
525,542,137.52,182.62,3.987,200,3.52,3.52,2
526,542,137.52,182.62,3.987,200,3.52,3.52,2
527,542,137.52,182.62,3.987,200,3.52,3.52,2
528,542,137.52,182.62,3.987,200,3.52,3.52,2
529,542,137.52,182.62,3.987,200,3.52,3.52,2
530,542,137.52,182.62,3.987,200,3.52,3.52,2
531,542,137.52,182.62,3.987,200,3.52,3.52,2
532,542,137.52,182.62,3.987,200,3.52,3.52,2
533,542,137.52,182.62,3.987,200,3.52,3.52,2
534,542,137.52,182.62,3.987,200,3.52,3.52,2
535,542,137.52,182.62,3.987,200,3.52,3.52,2
536,542,137.52,182.62,3.987,200,3.52,3.52,2
537,542,137.52,182.62,3.987,200,3.52,3.52,2
538,542,137.52,182.62,3.987,200,3.52,3.52,2
539,542,137.52,182.62,3.987,200,3.52,3.52,2
540,542,137.52,182.62,3.987,200,3.52,3.52,2
541,542,137.52,182.62,3.987,200,3.52,3.52,2
542,542,137.52,182.62,3.987,200,3.52,3.52,2
543,542,137.52,182.62,3.987,200,3.52,3.52,2
544,542,137.52,182.62,3.987,200,3.52,3.52,2
545,542,137.52,182.62,3.987,200,3.52,3.52,2
