index,glir11,qo11,qt11,glir22,qo22,qt22
11272,542,134.20946,180.3289501,0,0.093112959,0.423572731
11273,542,134.20946,180.3289501,0,0.093112959,0.423572731
11274,542,134.20946,180.3289501,0,0.093112959,0.423572731
11275,542,134.20946,180.3289501,0,0.093112959,0.423572731
11276,542,134.20946,180.3289501,0,0.093112959,0.423572731
11277,542,134.20946,180.3289501,0,0.093112959,0.423572731
11278,542,134.20946,180.3289501,0,0.093112959,0.423572731
11279,542,134.20946,180.3289501,0,0.093112959,0.423572731
11280,542,134.20946,180.3289501,0,0.093112959,0.423572731
11281,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11282,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11283,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11284,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11285,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11286,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11287,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11288,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11289,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11290,542,134.1352274,180.0647259,0,0.054284855,0.297348057
11291,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11292,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11293,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11294,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11295,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11296,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11297,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11298,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11299,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11300,542,134.0873028,179.8573098,0,0.03164807,0.208738336
11301,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11302,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11303,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11304,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11305,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11306,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11307,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11308,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11309,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11310,542,134.6659307,180.0642882,0,0.735690825,0.659094312
11311,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11312,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11313,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11314,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11315,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11316,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11317,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11318,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11319,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11320,542,135.0394928,180.2267662,0,1.146147751,0.975244207
11321,542,135.2806646,180.3543115,0,1.385444139,1.197181433
11322,542,135.2806646,180.3543115,0,1.385444139,1.197181433
11323,542,135.2806646,180.3543115,0,1.385444139,1.197181433
11324,542,135.2806646,180.3543115,0,1.385444139,1.197181433
11325,542,135.2806646,180.3543115,0,1.385444139,1.197181433
11326,542,135.2806646,180.3543115,0,1.385444139,1.197181433
11327,542,135.2806646,180.3543115,0,1.385444139,1.197181433
11328,542,135.2806646,180.3543115,0,1.385444139,1.197181433
11329,542,135.2806646,180.3543115,0,1.385444139,1.197181433
11330,542,135.2806646,180.3543115,0,1.385444139,1.197181433
