index,glir11,qo11,qt11,wc11,ch11,gor11,glir22,qo22,qt22,wc22,ch22,gor22
111,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
112,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
113,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
114,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
115,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
116,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
117,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
118,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
119,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
120,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
121,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
122,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
123,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
124,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
125,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
126,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
127,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
128,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
129,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
130,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
131,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
132,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
133,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
134,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,717.2,35714.28571
135,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
136,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
137,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
138,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
139,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
140,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
141,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
142,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
143,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
144,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
145,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
146,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
147,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
148,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
149,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
150,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
151,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
152,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
153,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
154,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
155,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
156,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
157,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
158,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
159,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
160,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
161,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
162,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
163,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
164,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
165,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
166,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
167,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,704,58721.93437
168,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
169,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
170,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
171,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
172,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
173,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
174,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
175,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
176,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
177,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
178,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
179,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
180,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
181,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
182,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
183,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
184,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
185,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
186,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
187,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
188,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
189,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
190,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
191,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
192,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
193,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
194,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
195,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
196,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
197,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
198,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
199,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
200,54.2,139.73,333.73,3.987,705,20346.38231,0,5.73,5.73,0,868.01,0
201,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
202,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
203,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
204,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
205,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
206,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
207,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
208,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
209,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
210,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
211,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
212,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
213,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
214,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
215,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
216,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
217,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
218,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
219,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
220,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
221,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
222,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
223,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
224,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
225,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
226,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
227,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
228,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
229,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
230,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
231,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
232,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
233,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
234,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,912,22222.22222
235,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
236,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
237,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
238,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
239,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
240,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
241,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
242,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
243,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
244,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
245,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
246,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
247,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
248,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
249,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
250,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
251,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
252,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
253,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
254,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
255,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
256,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
257,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
258,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
259,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
260,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
261,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
262,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
263,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
264,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
265,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
266,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
267,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,28125
268,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
269,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
270,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
271,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
272,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
273,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
274,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
275,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
276,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
277,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
278,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
279,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
280,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
281,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
282,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
283,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
284,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
285,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
286,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
287,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
288,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
289,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
290,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
291,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
292,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
293,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
294,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
295,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
296,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
297,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
298,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
299,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
300,54.2,138.9,332.9,3.987,655,21828.65371,0,4.9,4.9,0,1060,62240.6639
301,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
302,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
303,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
304,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
305,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
306,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
307,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
308,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
309,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
310,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
311,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
312,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
313,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
314,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
315,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
316,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
317,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
318,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
319,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
320,54.2,141,335,3.987,790.2,20439.71631,0,7,7,0,1060,0
