index,glir,qo,qt,wc,ch,gor,glir_old,tes,gor_old,glir_edit,glir_edit
1166,1376,96.12,107.44,11.9,1314,51833.84,275.2,12958.46,3641.28,,
1167,1376,96.12,107.44,11.9,1314,51833.84,275.2,12958.46,3641.28,,
1168,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1169,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1170,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1171,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1172,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1173,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1174,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1175,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1176,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1177,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1178,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1179,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1180,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1181,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1182,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1183,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1184,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1185,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1186,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1187,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1188,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1189,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1190,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1191,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1192,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1193,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1194,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1195,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1196,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1197,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1198,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1199,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1200,416,74.44,76.64,3,1694,59144.12,83.2,14786.03,6045.14,,
1201,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1202,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1203,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1204,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1205,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1206,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1207,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1208,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1209,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1210,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1211,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1212,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1213,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1214,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1215,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1216,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1217,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1218,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1219,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1220,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1221,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1222,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1223,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1224,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1225,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1226,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1227,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1228,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1229,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1230,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1231,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1232,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1233,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1234,384.5,78.52,80.38,2.4,1619,57011.12,76.9,14252.78,5056.04,,
1235,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1236,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1237,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1238,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1239,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1240,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1241,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1242,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1243,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1244,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1245,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1246,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1247,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1248,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1249,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1250,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1251,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1252,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1253,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1254,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1255,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1256,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1257,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1258,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1259,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1260,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1261,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1262,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1263,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1264,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1265,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1266,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1267,1171,109.42,112.02,2.4,1278,47194.16,234.2,11798.54,2193.38,,
1268,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1269,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1270,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1271,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1272,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1273,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1274,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1275,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1276,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1277,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1278,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1279,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1280,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1281,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1282,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1283,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1284,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1285,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1286,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1287,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1288,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1289,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1290,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1291,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1292,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1293,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1294,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1295,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1296,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1297,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1298,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1299,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1300,1247,125.22,128.2,2.4,1465.8,42157.24,249.4,10539.31,798.59,,
1301,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1302,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1303,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1304,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1305,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1306,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1307,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1308,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1309,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1310,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1311,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1312,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1313,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1314,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1315,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1316,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1317,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1318,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1319,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1320,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1321,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1322,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1323,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1324,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1325,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1326,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1327,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1328,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1329,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1330,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1331,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1332,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1333,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1334,699.5,68.98,69.08,0.14,1606,54525.56,139.9,13631.39,1955.64,,
1335,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1336,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1337,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1338,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1339,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1340,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1341,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1342,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1343,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1344,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1345,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1346,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1347,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1348,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1349,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1350,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1351,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1352,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1353,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1354,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1355,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1356,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1357,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1358,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1359,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1360,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1361,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1362,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1363,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1364,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1365,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1366,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1367,830,87.14,87.26,0.14,1457,48222.84,166,12055.71,390.18,,
1368,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1369,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1370,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1371,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1372,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1373,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1374,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1375,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1376,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1377,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1378,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1379,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1380,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1381,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1382,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1383,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1384,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1385,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1386,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1387,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1388,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1389,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1390,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1391,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1392,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1393,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1394,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1395,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1396,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1397,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1398,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1399,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1400,368.5,78.92,79.03,0.14,1603,50046.96,73.7,12511.74,405.47,,
1401,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1402,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1403,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1404,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1405,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1406,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1407,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1408,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1409,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1410,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1411,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1412,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1413,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1414,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1415,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1416,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1417,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1418,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1419,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1420,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1421,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1422,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1423,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1424,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1425,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1426,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1427,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1428,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1429,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1430,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1431,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1432,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1433,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1434,793,68.37,68.47,0.15,1477,55073.4,158.6,13768.35,2256.84,,
1435,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1436,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1437,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1438,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1439,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1440,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1441,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1442,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1443,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1444,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1445,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1446,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1447,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1448,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1449,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1450,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1451,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1452,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1453,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1454,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1455,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1456,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1457,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1458,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1459,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1460,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1461,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1462,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1463,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1464,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1465,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1466,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1467,542.5,77.78,96.05,23.8,1611,50297.48,108.5,12574.37,398.56,,
1468,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1469,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1470,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1471,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1472,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1473,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1474,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1475,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1476,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1477,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1478,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1479,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1480,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1481,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1482,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1483,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1484,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1485,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1486,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1487,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1488,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1489,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1490,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1491,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1492,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1493,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1494,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1495,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1496,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1497,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1498,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1499,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1500,886,72.46,82.47,14,1467,51554.8,177.2,12888.7,400.22,,
1501,531,10.28,11.58,13.97,1585,73080.12,106.2,18270.03,389.11,,
1502,531,10.28,11.58,13.97,1585,73080.12,106.2,18270.03,389.11,,
1503,531,10.28,11.58,13.97,1585,73080.12,106.2,18270.03,389.11,,
1504,531,10.28,11.58,13.97,1585,73080.12,106.2,18270.03,389.11,,
